DATE,HOUR,PRICE
01/27/2017,9,0.02919
01/27/2017,10,0.02851
01/27/2017,11,0.0277
01/27/2017,12,0.02593
01/27/2017,13,0.02493
01/27/2017,14,0.02447
01/27/2017,15,0.02401
01/27/2017,16,0.02393
01/27/2017,17,0.02787
01/27/2017,18,0.03173
01/27/2017,19,0.03052
01/27/2017,20,0.02863
01/27/2017,21,0.02626
01/27/2017,22,0.02401
01/27/2017,23,0.02308
01/27/2017,24,0.02329
01/28/2017,1,0.02274
01/28/2017,2,0.02247
01/28/2017,3,0.02238
01/28/2017,4,0.02218
01/28/2017,5,0.02311
01/28/2017,6,0.0251
01/28/2017,7,0.02989
01/28/2017,8,0.0284
01/28/2017,9,0.0292
01/28/2017,10,0.02805
01/28/2017,11,0.02693
01/28/2017,12,0.0254
01/28/2017,13,0.02409
01/28/2017,14,0.02336
01/28/2017,15,0.02293
01/28/2017,16,0.02349
01/28/2017,17,0.02692
01/28/2017,18,0.03238
01/28/2017,19,0.03061
01/28/2017,20,0.03014
01/28/2017,21,0.02804
01/28/2017,22,0.02481
01/28/2017,23,0.02328
01/28/2017,24,0.02221
01/29/2017,1,0.0216
01/29/2017,2,0.02168
01/29/2017,3,0.02154
01/29/2017,4,0.02175
01/29/2017,5,0.02211
01/29/2017,6,0.02275
01/29/2017,7,0.02499
01/29/2017,8,0.02548
01/29/2017,9,0.02629
01/29/2017,10,0.02654
01/29/2017,11,0.02559
01/29/2017,12,0.02456
01/29/2017,13,0.0235
01/29/2017,14,0.02281
01/29/2017,15,0.02237
01/29/2017,16,0.02319
01/29/2017,17,0.02809
01/29/2017,18,0.03606
01/29/2017,19,0.03522
01/29/2017,20,0.03429
01/29/2017,21,0.03105
01/29/2017,22,0.02628
01/29/2017,23,0.02485
01/29/2017,24,0.0233
01/30/2017,1,0.02306
01/30/2017,2,0.02303
01/30/2017,3,0.02281
01/30/2017,4,0.02309
01/30/2017,5,0.02458
01/30/2017,6,0.03358
01/30/2017,7,0.04675
01/30/2017,8,0.03936
01/30/2017,9,0.03582
01/30/2017,10,0.03384
01/30/2017,11,0.0332
01/30/2017,12,0.03072
01/30/2017,13,0.02941
01/30/2017,14,0.02803
01/30/2017,15,0.02663
01/30/2017,16,0.02698
01/30/2017,17,0.03161
01/30/2017,18,0.03434
01/30/2017,19,0.03258
01/30/2017,20,0.0296
01/30/2017,21,0.02659
01/30/2017,22,0.02331
01/30/2017,23,0.02155
01/30/2017,24,0.01996
01/31/2017,1,0.01946
01/31/2017,2,0.01926
01/31/2017,3,0.01923
01/31/2017,4,0.01955
01/31/2017,5,0.02046
01/31/2017,6,0.02381
01/31/2017,7,0.03113
01/31/2017,8,0.02884
01/31/2017,9,0.02695
01/31/2017,10,0.02566
01/31/2017,11,0.02471
01/31/2017,12,0.02384
01/31/2017,13,0.02321
01/31/2017,14,0.02281
01/31/2017,15,0.02244
01/31/2017,16,0.02319
01/31/2017,17,0.02606
01/31/2017,18,0.0296
01/31/2017,19,0.02869
01/31/2017,20,0.02708
01/31/2017,21,0.02484
01/31/2017,22,0.0226
01/31/2017,23,0.02153
01/31/2017,24,0.02065
02/01/2017,1,0.02003
02/01/2017,2,0.0194
02/01/2017,3,0.01942
02/01/2017,4,0.02018
02/01/2017,5,0.02105
02/01/2017,6,0.02487
02/01/2017,7,0.03042
02/01/2017,8,0.02814
02/01/2017,9,0.02737
02/01/2017,10,0.02584
02/01/2017,11,0.02526
02/01/2017,12,0.02548
02/01/2017,13,0.02465
02/01/2017,14,0.02443
02/01/2017,15,0.0243
02/01/2017,16,0.025
02/01/2017,17,0.02814
02/01/2017,18,0.03137
02/01/2017,19,0.03032
02/01/2017,20,0.0283
02/01/2017,21,0.02641
02/01/2017,22,0.02379
02/01/2017,23,0.02258
02/01/2017,24,0.02078
02/02/2017,1,0.02023
02/02/2017,2,0.02026
02/02/2017,3,0.02042
02/02/2017,4,0.02067
02/02/2017,5,0.02168
02/02/2017,6,0.02594
02/02/2017,7,0.03217
02/02/2017,8,0.02848
02/02/2017,9,0.02744
02/02/2017,10,0.02713
02/02/2017,11,0.02673
02/02/2017,12,0.02609
02/02/2017,13,0.026
02/02/2017,14,0.0254
02/02/2017,15,0.02514
02/02/2017,16,0.02564
02/02/2017,17,0.02936
02/02/2017,18,0.03605
02/02/2017,19,0.03432
02/02/2017,20,0.03346
02/02/2017,21,0.02854
02/02/2017,22,0.02551
02/02/2017,23,0.0242
02/02/2017,24,0.02212
02/03/2017,1,0.02181
02/03/2017,2,0.02166
02/03/2017,3,0.02174
02/03/2017,4,0.0219
02/03/2017,5,0.02242
02/03/2017,6,0.02939
02/03/2017,7,0.03914
02/03/2017,8,0.03448
02/03/2017,9,0.0308
02/03/2017,10,0.02871
02/03/2017,11,0.02843
02/03/2017,12,0.0265
02/03/2017,13,0.02532
02/03/2017,14,0.02467
02/03/2017,15,0.02411
02/03/2017,16,0.02424
02/03/2017,17,0.02659
02/03/2017,18,0.03127
02/03/2017,19,0.03122
02/03/2017,20,0.02958
02/03/2017,21,0.02685
02/03/2017,22,0.0247
02/03/2017,23,0.02395
02/03/2017,24,0.02383
02/04/2017,1,0.02276
02/04/2017,2,0.02264
02/04/2017,3,0.02283
02/04/2017,4,0.02278
02/04/2017,5,0.02316
02/04/2017,6,0.02467
02/04/2017,7,0.02887
02/04/2017,8,0.02993
02/04/2017,9,0.03019
02/04/2017,10,0.02804
02/04/2017,11,0.026
02/04/2017,12,0.02465
02/04/2017,13,0.02341
02/04/2017,14,0.02235
02/04/2017,15,0.02196
02/04/2017,16,0.02229
02/04/2017,17,0.02432
02/04/2017,18,0.02771
02/04/2017,19,0.02682
02/04/2017,20,0.02491
02/04/2017,21,0.02338
02/04/2017,22,0.0222
02/04/2017,23,0.02126
02/04/2017,24,0.02012
02/05/2017,1,0.01978
02/05/2017,2,0.0192
02/05/2017,3,0.01961
02/05/2017,4,0.01969
02/05/2017,5,0.01974
02/05/2017,6,0.02144
02/05/2017,7,0.02183
02/05/2017,8,0.02313
02/05/2017,9,0.02389
02/05/2017,10,0.02437
02/05/2017,11,0.02382
02/05/2017,12,0.02349
02/05/2017,13,0.02318
02/05/2017,14,0.0224
02/05/2017,15,0.02258
02/05/2017,16,0.0229
02/05/2017,17,0.02569
02/05/2017,18,0.0302
02/05/2017,19,0.0289
02/05/2017,20,0.02817
02/05/2017,21,0.02507
