# {"t_start": 1562337504.3665764, "env_id": "EVCharging-v2"} 
r,l,t
-0.577289,11,55.381567
-0.594865,15,55.46029
-0.787289,16,55.539429
-0.726226,12,55.601609
-0.653918,13,55.662593
-0.603712,12,55.717516
-1.714343,13,56.360332
-2.296032,12,56.406766
-2.392152,13,56.454077
-2.043746,12,56.496241
-3.024322,17,56.552122
-2.279337,14,56.60015
-3.385813,15,56.654274
-2.003111,13,57.155577
-1.026712,12,57.198419
-0.89151,15,57.309117
-0.844219,13,57.410798
-0.762594,14,57.523891
-0.689249,14,57.604114
-0.839356,16,57.671854
-0.947949,13,58.304569
-0.893234,13,58.356669
-0.912393,16,58.422157
-0.790521,13,58.472918
-0.452845,14,58.52942
-0.747986,14,58.585744
-0.606172,16,58.640907
-0.797916,12,59.147263
-0.993883,14,59.193567
-0.909672,15,59.244116
-0.823443,12,59.285437
-1.145833,15,59.334396
-1.219053,12,59.381927
-0.860119,15,59.471392
-1.389515,16,59.984604
-1.226957,14,60.031794
-1.370266,17,60.0859
-1.090518,12,60.126439
-1.277554,14,60.172169
-1.388728,15,60.221297
-1.390502,14,60.279681
-1.071782,13,60.325433
-0.560955,15,60.814533
-1.220282,16,60.867092
-1.681663,15,60.923862
-1.413785,14,60.971881
-0.724973,12,61.014395
-1.328761,14,61.061313
-0.64212,16,62.171372
-0.815402,13,62.218651
-0.735665,16,62.276511
-0.578512,12,62.319057
-0.909944,13,62.364385
-0.691654,15,62.419395
-0.638354,13,62.4679
-0.759249,14,62.516272
-1.263776,12,63.163902
-0.865329,13,63.236407
-0.839596,12,63.321347
-0.760196,14,63.402504
-0.92271,16,63.480339
-0.863797,15,63.530838
-1.166647,12,63.575473
-1.40748,15,64.141678
-1.425149,14,64.21963
-1.295324,15,64.302289
-1.687229,13,64.351102
-1.397965,15,64.41156
-1.333879,14,64.46028
-1.446672,14,64.507092
-0.874714,12,65.048243
-0.599392,15,65.103533
-0.9978,13,65.153929
-0.842175,15,65.207034
-1.050465,14,65.25856
-0.871487,15,65.311534
-0.709957,14,65.361045
-1.105193,15,65.909501
-0.979939,13,66.019195
-1.209686,14,66.101604
-1.079658,15,66.153477
-0.772456,14,66.204991
-1.070266,12,66.28997
-0.909918,14,66.414736
-0.726278,11,66.528706
-0.778443,13,67.472073
-0.613535,13,67.540494
-0.661372,13,67.608856
-0.846169,11,67.680495
-0.681034,15,67.76006
-0.806233,15,67.839226
-0.888375,15,67.929806
-1.334709,15,68.651964
-1.14731,16,68.711645
-1.094869,15,68.769484
-1.072042,14,68.81465
-1.187148,14,68.864183
-1.007629,12,68.907164
-1.149822,14,68.953135
-0.645275,13,69.341947
-0.782136,15,69.394685
-2.325128,14,69.445021
-0.580476,14,69.493019
-0.631125,12,69.538143
-0.813188,15,69.588152
-0.608357,12,69.630394
-0.871152,13,70.024002
-0.583247,14,70.070513
-0.673382,11,70.107649
-0.92014,16,70.155889
-0.77935,16,70.204865
-0.827912,14,70.248748
-0.742233,14,70.30423
-0.786595,12,70.363463
-0.760582,11,70.761527
-0.960991,13,70.811749
-0.84125,15,70.862363
-0.706542,15,70.913841
-0.786725,13,70.955823
-0.973804,16,71.004808
-0.604934,15,71.052453
-0.961666,15,71.467317
-0.90873,14,71.525831
-1.126659,13,71.578057
-0.994848,13,71.626523
-1.016039,12,71.665608
-1.043851,15,71.712502
-1.131709,15,71.758416
-0.843702,14,72.201102
-0.931133,16,72.250863
-1.100742,13,72.290914
-1.107595,14,72.340108
-0.913509,17,72.394697
-0.872757,14,72.438881
-1.005679,13,72.480464
-0.546065,14,72.878266
-1.133727,14,72.923377
-1.006575,15,72.973702
-1.071755,14,73.023361
-1.016287,14,73.070103
-1.071807,15,73.117284
-1.103286,16,73.169258
-0.833615,14,73.573777
-0.937245,14,73.61734
-0.803815,15,73.686633
-0.751281,10,73.721541
-0.31357,13,73.762373
-0.206906,11,73.797757
-0.682615,14,73.84038
-0.534119,16,74.321233
-0.585613,15,74.366656
-0.377873,13,74.41747
-0.704441,13,74.50492
-0.702435,14,74.571288
-0.67099,13,74.625325
-0.462892,15,74.679003
-0.502139,13,74.738409
-0.985449,12,75.334972
-0.933035,13,75.410812
-0.891658,11,75.463505
-0.807191,17,75.537613
-0.791665,10,75.587543
-0.846341,14,75.651954
-0.827958,13,75.729398
-0.767085,15,76.627866
-0.778302,14,76.691204
-0.826197,15,76.755108
-0.78369,15,76.812934
-0.872707,13,76.856762
-0.996249,13,76.916998
-0.94647,14,76.983571
-0.69758,15,77.725512
-0.7335,12,77.787818
-0.917387,14,77.864492
-0.788458,15,78.031993
-0.854276,10,78.129008
-0.456865,17,78.264302
-0.787736,12,78.327579
-0.560416,15,78.380609
-0.846866,11,79.378785
-0.87694,14,79.428312
-1.064078,14,79.481614
-0.981014,13,79.564232
-0.870632,16,79.638947
-0.995239,15,79.71429
-0.954115,13,79.789685
-0.589267,14,80.918424
-0.888665,16,80.980529
-0.647391,16,81.055367
-0.728938,15,81.157783
-0.792806,11,81.22048
-0.594007,12,81.263946
-0.782376,15,81.315105
-0.785487,17,81.881169
-0.787527,15,81.984129
-0.873604,15,82.036226
-1.001019,14,82.084656
-0.745327,13,82.136486
-0.837618,17,82.219421
-0.850487,13,82.282708
-0.89602,17,83.319866
-0.896387,13,83.454112
-0.848002,12,83.55061
-0.840375,12,83.622307
-1.132839,12,83.69103
-0.912988,12,83.741082
-0.731195,13,83.786338
-0.852704,17,84.298203
-0.892438,16,84.35478
-0.715698,15,84.407614
-0.91488,16,84.52954
-0.951264,16,84.651463
-0.728133,14,84.717548
-0.970801,15,84.769843
-1.076018,17,85.293848
-0.672795,15,85.344317
-0.613673,14,85.393216
-1.028887,16,85.478945
-0.984859,12,85.571186
-0.756513,16,85.72415
-0.966649,12,85.822973
-0.775855,15,86.621063
-0.775352,15,86.675788
-0.692553,14,86.724044
-0.629195,14,86.771644
-0.824133,13,86.816006
-1.021833,17,86.872365
-0.924972,14,87.55079
-1.263696,16,87.690724
-1.435955,15,87.815151
-1.348577,16,87.948017
-1.429207,13,88.03293
-1.252613,14,88.107304
-1.223274,16,88.201884
-1.026754,16,89.206143
-0.314109,13,89.27915
-0.455763,15,89.340216
-0.635438,14,89.39154
-0.830007,14,89.441417
-0.731481,14,89.489922
-0.820572,14,89.53904
-0.632393,15,90.462058
-0.80129,12,90.506059
-0.802388,13,90.552731
-0.93704,15,90.603812
-0.886429,14,90.652596
-0.613917,17,90.712208
-0.846205,13,90.757843
-0.676969,14,91.259035
-0.701983,11,91.307101
-0.48747,12,91.391368
-0.739481,16,91.466098
-0.561832,15,91.531169
-0.622775,14,91.589551
-0.576461,12,91.64169
-0.864188,16,91.70827
-0.619465,14,92.608508
-0.824669,15,92.730324
-0.454521,13,92.823976
-0.562467,13,92.899376
-0.567977,14,92.977074
-0.793093,15,93.063718
-0.459811,14,93.170262
-0.978872,14,93.681697
-0.974806,16,93.738144
-1.00225,13,93.780756
-1.01057,14,93.82429
-0.987895,15,93.86987
-1.012649,15,93.915414
-0.814696,13,93.956398
-0.913623,15,94.745861
-1.025392,12,94.828925
-1.05359,13,94.927101
-1.049765,14,95.028587
-1.284448,15,95.125314
-0.969711,15,95.242661
-1.003726,14,95.299272
-0.689106,14,95.978205
-0.309628,13,96.019249
-0.766711,16,96.067091
-0.864305,12,96.104827
-0.642155,13,96.145031
-0.735113,13,96.185404
-0.846499,12,96.23002
-0.803464,13,96.625807
-0.801707,15,96.671697
-0.567906,13,96.71658
-0.556083,15,96.765259
-0.468469,14,96.809552
-0.730483,14,96.852162
-0.955736,13,96.891935
-0.646786,14,96.934534
-0.976094,13,97.354202
-0.841083,14,97.40159
-0.85488,12,97.443651
-0.919991,15,97.495321
-0.750191,16,97.544249
-0.857121,14,97.586914
-1.077055,15,97.634459
-0.827631,13,98.09333
-0.68522,13,98.134633
-0.796356,12,98.172813
-0.664782,14,98.216844
-0.43295,12,98.257617
-0.843598,15,98.304497
-0.788709,15,98.349767
-0.871364,12,98.736056
-0.612503,11,98.771479
-0.6248,12,98.809432
-0.788121,16,98.857136
-0.911075,14,98.899844
-0.908287,14,98.943272
-0.97187,15,98.988566
-0.770707,15,99.385904
-0.828516,14,99.429838
-0.991983,16,99.477816
-0.896503,15,99.522958
-0.730779,12,99.560747
-0.857157,15,99.6059
-0.886355,16,99.653353
-0.525261,16,100.079751
-0.666624,14,100.127067
-0.808667,12,100.165925
-0.7244,12,100.20548
-0.821704,13,100.246741
-0.67383,12,100.285161
-0.847868,14,100.330231
-0.497463,13,100.370461
-0.89204,14,100.77441
-0.936531,15,100.837389
-0.909795,16,100.887416
-0.933621,17,100.941221
-1.022612,13,100.989713
-0.923648,15,101.080848
-0.564789,15,101.677432
-0.837078,14,101.721725
-0.708452,13,101.762459
-0.842306,13,101.804023
-0.788985,16,101.860519
-0.767081,15,101.936688
-0.80947,14,101.983043
-0.998528,15,102.622671
-0.77856,12,102.680215
-0.935529,14,102.754232
-0.828156,15,102.866453
-0.833143,15,102.953351
-0.478422,15,103.027635
-0.80507,14,103.073536
-1.045187,12,103.112082
-0.676111,15,103.533926
-0.910934,13,103.580163
-1.046464,14,103.625992
-0.984694,13,103.666561
-0.719859,17,103.719064
-0.753959,13,103.774789
-0.745638,15,103.846858
-0.773977,13,104.323251
-0.885688,16,104.373272
-0.847719,14,104.416734
-0.896979,14,104.460316
-0.729785,15,104.505867
-0.853566,16,104.557474
-0.59098,15,104.994971
-0.250271,15,105.044572
-0.869659,14,105.087798
-0.679485,13,105.132615
-0.588862,13,105.17437
-0.912112,16,105.221938
0.051724,15,105.267299
-0.586012,14,105.916023
-1.907364,14,105.98902
-1.01891,15,106.072396
-3.267462,14,106.171432
-4.07913,13,106.248074
-2.180987,15,106.334311
-0.703317,16,106.431471
-0.557122,11,106.491413
-0.720279,14,107.113467
-0.588626,13,107.186084
-0.632737,13,107.260098
-0.633124,14,107.332914
-0.227791,13,107.40172
-0.620801,16,107.479509
-0.923713,15,107.543894
-0.500916,15,108.100634
-0.581234,14,108.15129
-0.593238,13,108.196913
-0.573365,12,108.239366
-1.564498,14,108.286191
-0.729813,18,108.348191
-0.66787,15,108.432724
-1.172535,13,109.402303
-1.108126,16,109.510881
-1.183546,13,109.59446
-1.044934,16,109.735187
-0.968895,13,109.828173
-0.959065,16,109.933755
-1.011746,12,110.005664
-0.75637,15,110.842441
-1.122906,14,110.905612
-1.183384,15,110.960093
-0.931342,13,111.0094
-1.117757,14,111.067146
-1.152893,13,111.116727
-1.095523,15,111.172927
-0.894016,16,111.991073
-0.805753,15,112.094512
-0.895685,15,112.173321
-0.694399,13,112.242689
-0.891888,15,112.316476
-0.7754,13,112.381376
-0.972457,14,112.478555
-1.023886,15,113.217733
-0.770915,14,113.288567
-1.041956,14,113.361168
-0.780316,16,113.459678
-0.842886,16,113.557485
-0.97041,13,113.65143
-1.031863,12,113.724928
-1.168867,15,114.44785
-0.995929,13,114.515869
-1.041803,14,114.609096
-0.924016,14,114.717474
-1.208632,15,114.837909
-1.038826,13,114.925338
-1.218302,15,115.051144
-0.952907,15,116.250421
-0.914113,14,116.363777
-0.993072,14,116.472791
-0.832017,14,116.557202
-1.030356,17,116.707763
-0.818095,12,116.799715
-0.952362,17,116.891035
-0.895847,15,117.781805
-1.021856,14,117.828358
-0.927468,13,117.874547
-0.903058,13,117.919503
-0.853641,14,117.971812
-0.924323,12,118.015988
-1.046302,11,118.058567
-0.894223,13,118.567047
-0.976481,16,118.620182
-0.838023,16,118.675976
-0.796423,14,118.723079
-0.752726,13,118.768582
-0.754849,16,118.85671
-0.756736,14,118.93646
-0.845894,14,119.926412
-0.76681,14,120.0648
-0.797115,14,120.177773
-0.801634,11,120.310186
-0.725855,13,120.384304
-0.820087,14,120.451088
-0.743057,12,120.506846
-0.807455,17,121.062171
-0.707136,13,121.107466
-0.82554,16,121.162214
-0.610138,13,121.213207
-0.767492,15,121.26433
-0.901888,12,121.307255
-0.512792,14,121.370171
-0.565886,15,121.553649
-0.733756,15,122.742529
-0.696078,10,122.849037
-0.950042,10,122.923112
-0.717908,12,123.008992
-0.809441,11,123.079647
-0.679703,13,123.162043
-0.73627,15,123.27931
-0.637382,12,123.349365
-0.466222,13,123.995145
-0.438531,14,124.055855
-0.635857,15,124.172993
-0.393476,15,124.267877
-0.65008,15,124.374685
-0.570043,13,124.45952
-0.573432,10,124.523311
-0.410963,12,125.263944
-0.599518,13,125.314148
-0.451229,15,125.363391
-0.379299,14,125.407189
-0.12177,13,125.447495
-0.363904,15,125.492774
-0.266071,14,125.535924
-0.819092,14,125.952691
-0.474527,14,125.99675
-0.973828,15,126.042416
-0.792594,15,126.088258
-0.874475,14,126.131942
-0.934966,15,126.17687
-0.932655,15,126.222257
-0.75184,14,126.643893
-0.801923,12,126.682842
-0.533059,14,126.726075
-0.403984,13,126.766481
-0.725791,17,126.816611
-0.603556,12,126.85763
-0.794179,17,126.90804
-1.075949,12,127.294567
-0.628488,12,127.33379
-0.878869,17,127.384572
-0.790181,14,127.427412
-0.878348,15,127.472829
-0.866156,14,127.515863
-0.824854,13,127.556049
-1.050799,15,127.968969
-0.528962,13,128.009603
-0.704921,14,128.053223
-0.749854,14,128.096516
-0.59441,12,128.135265
-0.508351,13,128.175196
-0.550273,15,128.223317
-0.567219,17,128.27442
-1.012974,12,128.643433
-1.007587,14,128.686162
-0.885421,13,128.726348
-0.903004,14,128.768878
-0.965951,12,128.806901
-0.926056,16,128.855543
-0.992025,12,128.893448
-0.669903,16,129.282114
-0.649602,13,129.323426
-0.680203,15,129.368591
-0.689807,15,129.413763
-0.669514,15,129.45857
-0.713569,15,129.503691
-0.533824,15,129.549161
-0.739325,12,129.959839
-0.775409,13,130.014011
-0.691926,14,130.079992
-0.799553,15,130.132318
-0.050164,16,130.180781
-0.734419,14,130.224093
-0.731992,13,130.265123
-1.033065,13,130.662807
-1.059889,13,130.703662
-0.980284,13,130.744169
-1.223782,15,130.790219
-1.106549,17,130.840858
-1.016621,12,130.878682
-0.930896,14,130.922406
-0.744193,13,131.299047
-0.467325,14,131.346862
-0.762565,13,131.401631
-0.511068,12,131.447037
-0.523128,15,131.494719
-0.616382,14,131.538177
-0.656267,12,131.575853
-0.422553,17,132.013058
-0.126407,13,132.057814
-0.397827,13,132.099834
-0.386212,14,132.144186
-0.209515,14,132.186689
-0.326326,11,132.222459
-0.209819,12,132.264441
-0.49526,14,132.309853
-0.513186,15,132.77457
-0.753858,14,132.83116
-0.588406,14,132.883363
-0.838395,10,132.918446
-0.862441,16,132.967019
-0.097665,15,133.01257
-0.296011,13,133.055709
-0.63382,12,133.504796
-0.635738,14,133.556783
-0.776835,13,133.600476
-0.707552,12,133.651307
-0.669838,12,133.695997
-0.672217,14,133.751302
-0.895643,13,133.801456
-0.626077,11,133.845718
-0.697253,14,134.260451
-0.606214,12,134.300606
-0.829305,13,134.342765
-0.614999,13,134.383097
-0.560384,13,134.423434
-0.535464,11,134.458113
-0.526385,12,134.49608
-0.560779,16,134.545198
-0.696661,13,134.933434
-0.763841,13,134.976457
-0.572099,15,135.025047
-0.905919,14,135.070887
-0.744396,11,135.107668
-0.762902,16,135.156023
-0.658718,14,135.199221
-0.833023,13,135.638459
-0.923527,13,135.686934
-0.9359,14,135.741063
-0.933146,13,135.789374
-0.801187,13,135.837925
-0.592601,14,135.890543
-0.821532,14,135.940091
-0.712066,12,135.98104
-0.699768,15,136.440489
-0.840129,13,136.480806
-0.065551,15,136.52631
-0.466391,15,136.571386
-0.664307,15,136.618766
-0.602187,14,136.662158
-0.336908,12,136.70085
-0.860268,16,137.100681
-0.562269,15,137.146277
-0.459681,12,137.184026
-0.504957,13,137.224563
-0.647654,14,137.275015
-0.834889,12,137.316238
-0.703749,16,137.365159
-0.891911,15,137.758197
-0.813151,15,137.803747
-0.874936,14,137.847918
-0.673857,13,137.888197
-0.643804,15,137.933765
-0.588294,12,137.971136
-0.821133,13,138.012346
-0.905917,13,138.408746
-0.964422,13,138.449
-0.93122,14,138.491863
-0.980633,13,138.533245
-0.864056,13,138.573881
-0.501856,15,138.618962
-1.020323,15,138.665042
-0.864379,13,138.705189
-0.451463,13,139.09075
-0.48641,14,139.133444
-0.29122,14,139.176238
-0.513739,17,139.228521
-0.441971,10,139.261638
-0.576882,13,139.301992
-0.573395,14,139.348164
-0.225368,12,139.764962
-0.423971,14,139.808817
-0.670185,15,139.855628
-0.780968,11,139.890616
-0.679118,15,139.935889
-0.661527,15,139.980813
-0.696124,14,140.024238
-0.28483,14,140.413798
-0.613834,15,140.459575
-0.447075,14,140.502464
-0.607154,12,140.540754
-0.354946,14,140.58412
-0.423818,13,140.62589
-0.474326,12,140.663766
-0.690139,15,140.708988
-0.460391,15,141.09974
-0.303762,16,141.148212
-0.343415,14,141.191026
-0.444466,15,141.236666
-0.241345,12,141.274361
-0.392834,14,141.317101
-0.454999,12,141.35575
-0.407684,16,141.750129
-0.296671,14,141.793118
-0.29935,15,141.839873
-0.572973,14,141.88233
-0.129211,14,141.925035
-0.404765,14,141.96777
-0.356342,14,142.010609
-0.861727,13,142.437987
-0.897451,14,142.511969
-0.822588,14,142.555665
-0.819744,15,142.60085
-0.940447,13,142.641477
-0.712387,15,142.686613
-0.720591,13,142.727618
-0.744475,12,143.115745
-0.629519,12,143.153819
-0.840153,16,143.201886
-0.855785,18,143.254394
-0.684447,14,143.297296
-0.885866,16,143.34579
-0.823566,14,143.388735
-0.916761,12,143.763793
-0.714481,15,143.80919
-0.853399,17,143.860788
-0.886753,15,143.905981
-0.894398,15,143.951374
-0.860163,13,143.991533
-0.92295,11,144.027229
-1.148111,14,144.414845
-0.976809,13,144.455019
-1.057789,14,144.497818
-0.941487,12,144.537512
-0.947065,13,144.578408
-1.14124,14,144.621197
-0.96395,16,144.668905
-0.695247,13,145.074817
-0.590591,12,145.113269
-0.51612,14,145.156688
-0.728915,14,145.200104
-0.68402,13,145.249253
-0.621475,16,145.304691
-0.615268,14,145.35237
-0.569133,14,145.769136
-0.784204,16,145.818948
-0.658282,17,145.871789
