# {"t_start": 1562337504.3654656, "env_id": "EVCharging-v2"} 
r,l,t
-1.195656,17,44.257395
-1.311144,13,44.300908
-1.190639,16,44.352898
-1.329974,17,44.896202
-1.067909,13,44.952458
-1.195448,15,45.002992
-0.790393,16,45.05695
-1.252914,15,45.11409
-1.135604,13,45.160611
-1.027818,15,45.660182
-1.15389,12,45.70483
-0.838806,13,45.747979
-0.883249,13,45.791218
-1.107898,14,45.837102
-0.916312,15,45.887666
-1.039206,14,45.937129
-0.883743,15,45.986943
-0.954081,14,46.488057
-1.1001,15,46.53719
-0.833528,16,46.591623
-1.061133,16,46.64702
-1.394171,15,46.697482
-0.880501,11,46.736594
-1.392206,13,46.780406
-1.347773,15,47.340062
-1.015435,14,47.388467
-1.144643,13,47.434796
-1.159046,14,47.481609
-1.1397,15,47.530264
-1.082523,14,47.621175
-1.255914,13,47.673502
-1.406927,13,48.183895
-2.080692,15,48.234187
-2.148839,15,48.28303
-2.030678,14,48.329559
-2.383311,15,48.381968
-2.283287,14,48.435368
-2.436794,14,48.505993
-1.406544,12,49.220479
-0.59412,12,49.264046
-0.942357,14,49.31647
-0.887208,15,49.392629
-0.320527,15,49.447499
-0.84727,15,49.553001
-0.76305,16,49.676563
-0.603397,14,50.233674
-0.515939,15,50.301838
-0.955166,15,50.371526
-0.741283,13,50.463228
-0.890403,15,50.53302
-0.561469,14,50.594424
-0.844204,13,50.660264
-0.825226,14,51.314466
-0.864667,15,51.388427
-0.867468,11,51.434184
-1.16267,13,51.479426
-0.89639,15,51.529912
-0.813627,13,51.575135
-1.044446,13,51.620117
-0.738995,16,52.166948
-1.24557,15,52.284497
-0.877221,14,52.353493
-0.821555,12,52.411862
-1.270815,16,52.467787
-1.022641,13,52.513139
-1.366029,14,52.565972
-0.337832,13,53.111867
-0.325375,12,53.177665
-0.770648,13,53.225861
-0.456267,13,53.273623
-0.594455,15,53.34224
-0.575437,14,53.430528
-0.463842,13,53.501062
-0.486337,11,53.559184
-0.873383,12,54.116544
-0.67672,15,54.167488
-0.759483,15,54.217803
-0.409064,14,54.265071
-0.585147,11,54.304604
-0.723961,16,54.358209
-0.255494,13,54.424031
-0.731786,17,55.222332
-0.233674,14,55.30847
-0.577289,11,55.373852
-0.594865,15,55.453533
-0.787289,16,55.534627
-0.726226,12,55.598051
-0.653918,13,55.658336
-0.603712,12,55.714017
-1.714343,13,56.356404
-2.296032,12,56.40314
-2.392152,13,56.450704
-2.043746,12,56.49294
-3.024322,17,56.548758
-2.279337,14,56.596742
-3.385813,15,56.650615
-2.003111,13,57.151884
-1.026712,12,57.195105
-0.89151,15,57.302354
-0.844219,13,57.401153
-0.762594,14,57.516255
-0.689249,14,57.600254
-0.839356,16,57.667428
-0.947949,13,58.277158
-0.893234,13,58.352221
-0.912393,16,58.417722
-0.790521,13,58.468099
-0.452845,14,58.523876
-0.747986,14,58.582184
-0.606172,16,58.637391
-0.797916,12,59.143923
-0.993883,14,59.190223
-0.909672,15,59.240804
-0.823443,12,59.282144
-1.145833,15,59.331253
-1.219053,12,59.376823
-0.860119,15,59.466594
-1.389515,16,59.981352
-1.226957,14,60.028592
-1.370266,17,60.082717
-1.090518,12,60.123296
-1.277554,14,60.168827
-1.388728,15,60.217963
-1.390502,14,60.276428
-1.071782,13,60.322093
-0.560955,15,60.811282
-1.220282,16,60.863842
-1.681663,15,60.920215
-1.413785,14,60.968429
-0.724973,12,61.011208
-1.328761,14,61.058117
-0.64212,16,62.167631
-0.815402,13,62.215039
-0.735665,16,62.270424
-0.578512,12,62.315559
-0.909944,13,62.361075
-0.691654,15,62.415913
-0.638354,13,62.4645
-0.759249,14,62.512924
-1.263776,12,63.158045
-0.865329,13,63.231003
-0.839596,12,63.292895
-0.760196,14,63.396371
-0.92271,16,63.476732
-0.863797,15,63.527501
-1.166647,12,63.572052
-1.40748,15,64.136172
-1.425149,14,64.213417
-1.295324,15,64.296289
-1.687229,13,64.347708
-1.397965,15,64.407723
-1.333879,14,64.456884
-1.446672,14,64.503832
-0.874714,12,65.045007
-0.599392,15,65.099912
-0.9978,13,65.150075
-0.842175,15,65.203528
-1.050465,14,65.254947
-0.871487,15,65.308193
-0.709957,14,65.357682
-1.105193,15,65.900079
-0.979939,13,66.010178
-1.209686,14,66.098081
-1.079658,15,66.149565
-0.772456,14,66.200449
-1.070266,12,66.282348
-0.909918,14,66.401909
-0.726278,11,66.518429
-0.778443,13,67.467191
-0.613535,13,67.534723
-0.661372,13,67.602978
-0.846169,11,67.67488
-0.681034,15,67.754071
-0.806233,15,67.833485
-0.888375,15,67.924192
-1.334709,15,68.648141
-1.14731,16,68.707752
-1.094869,15,68.766283
-1.072042,14,68.81172
-1.187148,14,68.860991
-1.007629,12,68.903851
-1.149822,14,68.950076
-0.645275,13,69.338614
-0.782136,15,69.389807
-2.325128,14,69.441734
-0.580476,14,69.489759
-0.631125,12,69.534702
-0.813188,15,69.58458
-0.608357,12,69.627096
-0.871152,13,70.020529
-0.583247,14,70.067044
-0.673382,11,70.10461
-0.92014,16,70.152847
-0.77935,16,70.201671
-0.827912,14,70.245823
-0.742233,14,70.298512
-0.786595,12,70.358971
-0.760582,11,70.758297
-0.960991,13,70.808368
-0.84125,15,70.859152
-0.706542,15,70.910657
-0.786725,13,70.952649
-0.973804,16,71.001711
-0.604934,15,71.048998
-0.961666,15,71.464372
-0.90873,14,71.521202
-1.126659,13,71.573368
-0.994848,13,71.623309
-1.016039,12,71.662563
-1.043851,15,71.709525
-1.131709,15,71.755434
-0.843702,14,72.198035
-0.931133,16,72.247924
-1.100742,13,72.287922
-1.107595,14,72.336785
-0.913509,17,72.391437
-0.872757,14,72.435891
-1.005679,13,72.477021
-0.546065,14,72.8733
-1.133727,14,72.920197
-1.006575,15,72.97041
-1.071755,14,73.019737
-1.016287,14,73.067046
-1.071807,15,73.113992
-1.103286,16,73.165518
-0.833615,14,73.570696
-0.937245,14,73.614388
-0.803815,15,73.659655
-0.751281,10,73.717807
-0.31357,13,73.759452
-0.206906,11,73.794826
-0.682615,14,73.837313
-0.534119,16,74.318108
-0.585613,15,74.363758
-0.377873,13,74.41428
-0.704441,13,74.497842
-0.702435,14,74.565226
-0.67099,13,74.621559
-0.462892,15,74.675612
-0.502139,13,74.732313
-0.985449,12,75.330996
-0.933035,13,75.403234
-0.891658,11,75.460281
-0.807191,17,75.533355
-0.791665,10,75.582539
-0.846341,14,75.648074
-0.827958,13,75.721856
-0.767085,15,76.620728
-0.778302,14,76.687756
-0.826197,15,76.748195
-0.78369,15,76.809669
-0.872707,13,76.853413
-0.996249,13,76.910474
-0.94647,14,76.97851
-0.69758,15,77.718652
-0.7335,12,77.781855
-0.917387,14,77.853462
-0.788458,15,78.021687
-0.854276,10,78.121992
-0.456865,17,78.25776
-0.787736,12,78.323925
-0.560416,15,78.377153
-0.846866,11,79.375451
-0.87694,14,79.424934
-1.064078,14,79.476017
-0.981014,13,79.537402
-0.870632,16,79.632193
-0.995239,15,79.709248
-0.954115,13,79.783484
-0.589267,14,80.914848
-0.888665,16,80.975516
-0.647391,16,81.050303
-0.728938,15,81.150421
-0.792806,11,81.216423
-0.594007,12,81.260582
-0.782376,15,81.311694
-0.785487,17,81.872873
-0.787527,15,81.980502
-0.873604,15,82.032855
-1.001019,14,82.081099
-0.745327,13,82.132152
-0.837618,17,82.214502
-0.850487,13,82.277787
-0.89602,17,83.307135
-0.896387,13,83.442161
-0.848002,12,83.544926
-0.840375,12,83.614555
-1.132839,12,83.685467
-0.912988,12,83.737596
-0.731195,13,83.782907
-0.852704,17,84.294611
-0.892438,16,84.351259
-0.715698,15,84.404068
-0.91488,16,84.522344
-0.951264,16,84.644752
-0.728133,14,84.714086
-0.970801,15,84.766567
-1.076018,17,85.29055
-0.672795,15,85.340923
-0.613673,14,85.38984
-1.028887,16,85.47085
-0.984859,12,85.562639
-0.756513,16,85.714396
-0.966649,12,85.814558
-0.775855,15,86.616693
-0.775352,15,86.672373
-0.692553,14,86.72051
-0.629195,14,86.768233
-0.824133,13,86.812836
-1.021833,17,86.868941
-0.924972,14,87.544424
-1.263696,16,87.680883
-1.435955,15,87.806613
-1.348577,16,87.939131
-1.429207,13,88.02716
-1.252613,14,88.101767
-1.223274,16,88.197134
-1.026754,16,89.192791
-0.314109,13,89.275344
-0.455763,15,89.336534
-0.635438,14,89.388044
-0.830007,14,89.437955
-0.731481,14,89.486375
-0.820572,14,89.535528
-0.632393,15,90.458102
-0.80129,12,90.502631
-0.802388,13,90.549314
-0.93704,15,90.600358
-0.886429,14,90.649179
-0.613917,17,90.708821
-0.846205,13,90.754246
-0.676969,14,91.254638
-0.701983,11,91.302179
-0.48747,12,91.384485
-0.739481,16,91.46158
-0.561832,15,91.527113
-0.622775,14,91.584814
-0.576461,12,91.637694
-0.864188,16,91.703619
-0.619465,14,92.602356
-0.824669,15,92.72019
-0.454521,13,92.816486
-0.562467,13,92.893579
-0.567977,14,92.969967
-0.793093,15,93.057849
-0.459811,14,93.162469
-0.978872,14,93.678749
-0.974806,16,93.734587
-1.00225,13,93.77769
-1.01057,14,93.82118
-0.987895,15,93.866965
-1.012649,15,93.912471
-0.814696,13,93.953224
-0.913623,15,94.737899
-1.025392,12,94.820459
-1.05359,13,94.917166
-1.049765,14,95.018757
-1.284448,15,95.117584
-0.969711,15,95.237602
-1.003726,14,95.296059
-0.689106,14,95.975265
-0.309628,13,96.016255
-0.766711,16,96.06417
-0.864305,12,96.101765
-0.642155,13,96.142098
-0.735113,13,96.182378
-0.846499,12,96.226767
-0.803464,13,96.622767
-0.801707,15,96.668612
-0.567906,13,96.713299
-0.556083,15,96.7622
-0.468469,14,96.806561
-0.730483,14,96.849191
-0.955736,13,96.888965
-0.646786,14,96.931614
-0.976094,13,97.350888
-0.841083,14,97.398068
-0.85488,12,97.440569
-0.919991,15,97.492248
-0.750191,16,97.541301
-0.857121,14,97.583977
-1.077055,15,97.631544
-0.827631,13,98.090356
-0.68522,13,98.13141
-0.796356,12,98.169712
-0.664782,14,98.212943
-0.43295,12,98.254527
-0.843598,15,98.301455
-0.788709,15,98.346694
-0.871364,12,98.733087
-0.612503,11,98.768387
-0.6248,12,98.806465
-0.788121,16,98.854081
-0.911075,14,98.896825
-0.908287,14,98.940256
-0.97187,15,98.985478
-0.770707,15,99.382776
-0.828516,14,99.426892
-0.991983,16,99.47488
-0.896503,15,99.519901
-0.730779,12,99.557808
-0.857157,15,99.602862
-0.886355,16,99.650416
-0.525261,16,100.076758
-0.666624,14,100.124015
-0.808667,12,100.163001
-0.7244,12,100.202375
-0.821704,13,100.243776
-0.67383,12,100.282231
-0.847868,14,100.327284
-0.497463,13,100.367497
-0.89204,14,100.771117
-0.936531,15,100.834075
-0.909795,16,100.884477
-0.933621,17,100.937811
-1.022612,13,100.98613
-0.923648,15,101.074455
-0.564789,15,101.67423
-0.837078,14,101.718716
-0.708452,13,101.759517
-0.842306,13,101.801017
-0.788985,16,101.856766
-0.767081,15,101.933261
-0.80947,14,101.979988
-0.998528,15,102.616403
-0.77856,12,102.676692
-0.935529,14,102.749565
-0.828156,15,102.859479
-0.833143,15,102.947784
-0.478422,15,103.024261
-0.80507,14,103.070168
-1.045187,12,103.109142
-0.676111,15,103.530558
-0.910934,13,103.576772
-1.046464,14,103.622978
-0.984694,13,103.663624
-0.719859,17,103.716036
-0.753959,13,103.771477
-0.745638,15,103.843577
-0.773977,13,104.319238
-0.885688,16,104.370102
-0.847719,14,104.413771
-0.896979,14,104.45732
-0.729785,15,104.502802
-0.853566,16,104.554267
-0.59098,15,104.991904
-0.250271,15,105.041436
-0.869659,14,105.084846
-0.679485,13,105.12941
-0.588862,13,105.171375
-0.912112,16,105.218885
0.051724,15,105.264366
-0.586012,14,105.910475
-1.907364,14,105.983485
-1.01891,15,106.066685
-3.267462,14,106.165464
-4.07913,13,106.24226
-2.180987,15,106.328572
-0.703317,16,106.425453
-0.557122,11,106.486314
-0.720279,14,107.108047
-0.588626,13,107.180417
-0.632737,13,107.254565
-0.633124,14,107.327621
-0.227791,13,107.396343
-0.620801,16,107.474141
-0.923713,15,107.540301
-0.500916,15,108.094564
-0.581234,14,108.147808
-0.593238,13,108.193395
-0.573365,12,108.235922
-1.564498,14,108.282846
-0.729813,18,108.344927
-0.66787,15,108.425991
-1.172535,13,109.394009
-1.108126,16,109.502387
-1.183546,13,109.589278
-1.044934,16,109.728655
-0.968895,13,109.820102
-0.959065,16,109.928067
-1.011746,12,109.999739
-0.75637,15,110.836066
-1.122906,14,110.902037
-1.183384,15,110.956602
-0.931342,13,111.005446
-1.117757,14,111.063151
-1.152893,13,111.113142
-1.095523,15,111.169317
-0.894016,16,111.98502
-0.805753,15,112.086852
-0.895685,15,112.167922
-0.694399,13,112.237086
-0.891888,15,112.311136
-0.7754,13,112.375973
-0.972457,14,112.472799
-1.023886,15,113.212348
-0.770915,14,113.283107
-1.041956,14,113.355294
-0.780316,16,113.452752
-0.842886,16,113.550365
-0.97041,13,113.64434
-1.031863,12,113.719297
-1.168867,15,114.442322
-0.995929,13,114.509442
-1.041803,14,114.601725
-0.924016,14,114.709848
-1.208632,15,114.830616
-1.038826,13,114.917698
-1.218302,15,115.042403
-0.952907,15,116.244439
-0.914113,14,116.355554
-0.993072,14,116.466945
-0.832017,14,116.549705
-1.030356,17,116.700902
-0.818095,12,116.79379
-0.952362,17,116.885634
-0.895847,15,117.778636
-1.021856,14,117.825132
-0.927468,13,117.871139
-0.903058,13,117.916112
-0.853641,14,117.968077
-0.924323,12,118.012769
-1.046302,11,118.054773
-0.894223,13,118.563726
-0.976481,16,118.617062
-0.838023,16,118.67282
-0.796423,14,118.719514
-0.752726,13,118.76512
-0.754849,16,118.85211
-0.756736,14,118.931761
-0.845894,14,119.918184
-0.76681,14,120.053538
-0.797115,14,120.166698
-0.801634,11,120.298186
-0.725855,13,120.380011
-0.820087,14,120.447448
-0.743057,12,120.502541
-0.807455,17,121.058942
-0.707136,13,121.103948
-0.82554,16,121.158885
-0.610138,13,121.209813
-0.767492,15,121.260947
-0.901888,12,121.303656
-0.512792,14,121.353489
-0.565886,15,121.548023
-0.733756,15,122.734876
-0.696078,10,122.841121
-0.950042,10,122.915064
-0.717908,12,123.001633
-0.809441,11,123.072895
-0.679703,13,123.155167
-0.73627,15,123.272192
-0.637382,12,123.343491
-0.466222,13,123.99039
-0.438531,14,124.051098
-0.635857,15,124.166546
-0.393476,15,124.254095
-0.65008,15,124.367204
-0.570043,13,124.4514
-0.573432,10,124.517644
-0.410963,12,125.260037
-0.599518,13,125.310915
-0.451229,15,125.360364
-0.379299,14,125.404041
-0.12177,13,125.444557
-0.363904,15,125.489818
-0.266071,14,125.532983
-0.819092,14,125.949424
-0.474527,14,125.993793
-0.973828,15,126.039467
-0.792594,15,126.085198
-0.874475,14,126.128987
-0.934966,15,126.173927
-0.932655,15,126.21921
-0.75184,14,126.616859
-0.801923,12,126.679816
-0.533059,14,126.723141
-0.403984,13,126.763572
-0.725791,17,126.813673
-0.603556,12,126.854605
-0.794179,17,126.905037
-1.075949,12,127.291615
-0.628488,12,127.330845
-0.878869,17,127.381589
-0.790181,14,127.424454
-0.878348,15,127.469738
-0.866156,14,127.512938
-0.824854,13,127.55295
-1.050799,15,127.96596
-0.528962,13,128.006641
-0.704921,14,128.050261
-0.749854,14,128.093567
-0.59441,12,128.132311
-0.508351,13,128.172226
-0.550273,15,128.220082
-0.567219,17,128.27121
-1.012974,12,128.640458
-1.007587,14,128.683215
-0.885421,13,128.723461
-0.903004,14,128.765881
-0.965951,12,128.803756
-0.926056,16,128.852545
-0.992025,12,128.890507
-0.669903,16,129.279093
-0.649602,13,129.31977
-0.680203,15,129.365608
-0.689807,15,129.410794
-0.669514,15,129.455664
-0.713569,15,129.500741
-0.533824,15,129.546224
-0.739325,12,129.956367
-0.775409,13,130.010662
-0.691926,14,130.076398
-0.799553,15,130.129134
-0.050164,16,130.177845
-0.734419,14,130.220906
-0.731992,13,130.262166
-1.033065,13,130.659897
-1.059889,13,130.700715
-0.980284,13,130.741215
-1.223782,15,130.787111
-1.106549,17,130.837823
-1.016621,12,130.875775
-0.930896,14,130.919276
-0.744193,13,131.295435
-0.467325,14,131.343798
-0.762565,13,131.397541
-0.511068,12,131.443864
-0.523128,15,131.49182
-0.616382,14,131.535156
-0.656267,12,131.572921
-0.422553,17,131.986328
-0.126407,13,132.054524
-0.397827,13,132.096794
-0.386212,14,132.141207
-0.209515,14,132.183745
-0.326326,11,132.219368
-0.209819,12,132.261282
-0.49526,14,132.306815
-0.513186,15,132.770289
-0.753858,14,132.827309
-0.588406,14,132.880118
-0.838395,10,132.914869
-0.862441,16,132.964084
-0.097665,15,133.009428
-0.296011,13,133.052266
-0.63382,12,133.501657
-0.635738,14,133.553243
-0.776835,13,133.596975
-0.707552,12,133.647007
-0.669838,12,133.691951
-0.672217,14,133.746023
-0.895643,13,133.797635
-0.626077,11,133.841801
-0.697253,14,134.257394
-0.606214,12,134.297523
-0.829305,13,134.339837
-0.614999,13,134.380146
-0.560384,13,134.42038
-0.535464,11,134.455137
-0.526385,12,134.493035
-0.560779,16,134.542184
-0.696661,13,134.929748
-0.763841,13,134.973162
-0.572099,15,135.021951
-0.905919,14,135.067545
-0.744396,11,135.104542
-0.762902,16,135.152949
-0.658718,14,135.19626
-0.833023,13,135.634145
-0.923527,13,135.682437
-0.9359,14,135.737039
-0.933146,13,135.785196
-0.801187,13,135.833587
-0.592601,14,135.887124
-0.821532,14,135.936672
-0.712066,12,135.977818
-0.699768,15,136.437362
-0.840129,13,136.477839
-0.065551,15,136.523408
-0.466391,15,136.56802
-0.664307,15,136.61569
-0.602187,14,136.659208
-0.336908,12,136.697823
-0.860268,16,137.097652
-0.562269,15,137.143338
-0.459681,12,137.18104
-0.504957,13,137.221486
-0.647654,14,137.271768
-0.834889,12,137.312936
-0.703749,16,137.362214
-0.891911,15,137.755215
-0.813151,15,137.800798
-0.874936,14,137.84497
-0.673857,13,137.885178
-0.643804,15,137.930845
-0.588294,12,137.968189
-0.821133,13,138.009404
-0.905917,13,138.405756
-0.964422,13,138.44605
-0.93122,14,138.488736
-0.980633,13,138.530289
-0.864056,13,138.570752
-0.501856,15,138.616005
-1.020323,15,138.662076
-0.864379,13,138.702076
-0.451463,13,139.087734
-0.48641,14,139.130477
-0.29122,14,139.173285
-0.513739,17,139.225432
-0.441971,10,139.258639
-0.576882,13,139.299006
-0.573395,14,139.345212
-0.225368,12,139.761875
-0.423971,14,139.805864
-0.670185,15,139.852563
-0.780968,11,139.887542
-0.679118,15,139.932957
-0.661527,15,139.977878
-0.696124,14,140.02118
-0.28483,14,140.410838
-0.613834,15,140.45661
-0.447075,14,140.499415
-0.607154,12,140.53772
-0.354946,14,140.581045
-0.423818,13,140.622885
-0.474326,12,140.660779
-0.690139,15,140.706048
-0.460391,15,141.096727
-0.303762,16,141.145219
-0.343415,14,141.18793
-0.444466,15,141.233712
-0.241345,12,141.271298
-0.392834,14,141.314106
-0.454999,12,141.352682
-0.407684,16,141.747179
-0.296671,14,141.790076
-0.29935,15,141.836723
-0.572973,14,141.879406
-0.129211,14,141.922011
-0.404765,14,141.964819
-0.356342,14,142.007718
-0.861727,13,142.407448
-0.897451,14,142.509013
-0.822588,14,142.552541
-0.819744,15,142.59782
-0.940447,13,142.638384
-0.712387,15,142.683725
-0.720591,13,142.724266
-0.744475,12,143.11273
-0.629519,12,143.150921
-0.840153,16,143.198917
-0.855785,18,143.251442
-0.684447,14,143.294358
-0.885866,16,143.342859
-0.823566,14,143.385605
-0.916761,12,143.760796
-0.714481,15,143.806242
-0.853399,17,143.857844
-0.886753,15,143.90293
-0.894398,15,143.948365
-0.860163,13,143.988512
-0.92295,11,144.024303
-1.148111,14,144.411913
-0.976809,13,144.45207
-1.057789,14,144.494849
-0.941487,12,144.534459
-0.947065,13,144.57546
-1.14124,14,144.618205
-0.96395,16,144.665951
-0.695247,13,145.071852
-0.590591,12,145.110333
-0.51612,14,145.153502
-0.728915,14,145.197047
-0.68402,13,145.245842
-0.621475,16,145.301369
-0.615268,14,145.349274
-0.569133,14,145.76606
-0.784204,16,145.815737
-0.658282,17,145.868613
