# {"t_start": 1562337504.3670712, "env_id": "EVCharging-v2"} 
r,l,t
-6.769273,14,23.784776
-8.541136,16,23.931886
-7.285275,14,24.031495
-1.47854,14,25.412108
-1.193906,15,25.538029
-1.378738,13,25.650566
-1.024997,13,25.700251
-1.154354,16,25.830394
-1.452891,14,25.91481
-1.477786,12,25.960333
-1.377682,14,26.437578
-1.401983,14,26.488676
-1.190137,13,26.53695
-1.24264,13,26.582371
-1.733907,15,26.634869
-1.309406,15,26.707616
-1.267676,14,26.78359
-1.326388,12,27.343227
-1.610152,15,27.419852
-1.281835,15,27.496238
-1.493567,15,27.583995
-1.288295,13,27.631914
-1.528765,15,27.682173
-1.70993,14,27.730022
-2.005534,15,28.269535
-1.768294,13,28.327406
-1.541364,12,28.385783
-1.934076,13,28.457298
-1.766581,15,28.552085
-1.506203,15,28.621139
-1.768252,16,28.674822
-0.982056,15,29.162135
-1.877823,14,29.209074
-1.560516,13,29.253373
-1.394834,12,29.294819
-1.633378,15,29.361321
-0.966307,13,29.409037
-1.206368,17,29.465388
-1.160432,12,29.964987
-6.54647,10,30.002872
-8.82835,13,30.051297
-5.958455,13,30.095895
-9.730094,14,30.142889
-10.22856,14,30.189322
-10.512277,15,30.238623
-10.277912,15,30.286805
-0.880188,15,30.788632
-1.029823,15,30.837035
-1.027506,14,30.883102
-0.977697,13,30.92744
-0.904107,11,30.967655
-1.110792,18,31.031124
-0.920712,15,31.081903
-1.225448,16,31.585328
-1.216132,10,31.621388
-1.126377,15,31.670691
-1.086492,14,31.737532
-1.155307,15,31.804838
-0.9602,15,31.865803
-1.157167,12,31.918554
-1.622137,15,32.626832
-2.166859,12,32.699879
-2.196086,15,32.797409
-2.173796,15,32.907455
-1.698334,12,32.99305
-1.767661,15,33.085433
-2.079248,13,33.132097
-1.353879,16,33.948975
-0.6129,11,34.017478
-0.748838,16,34.103621
-0.701659,14,34.162345
-0.419239,14,34.225668
-0.328571,16,34.296407
-0.632318,16,34.376651
-0.698791,14,34.952999
-0.558807,14,35.004922
-0.535387,13,35.054483
-0.606196,12,35.101583
-0.556888,14,35.152266
-0.644105,14,35.205024
-0.539678,14,35.255553
-0.263133,14,36.114594
-0.608748,14,36.20883
-1.579925,12,36.281144
-1.253624,13,36.351577
-8.00181,17,36.455407
-0.933228,13,36.542554
-1.142198,15,36.633554
-1.371592,14,36.708675
-1.715679,14,37.265771
-1.898432,14,37.316961
-3.062839,16,37.374259
-1.707207,15,37.453506
-2.432378,14,37.523773
-2.075036,13,37.597035
-3.22971,13,37.692266
-0.637026,13,38.296726
-0.858605,14,38.347025
-0.908295,14,38.3972
-0.763252,12,38.441063
-0.696938,13,38.485848
-0.884562,14,38.533704
-0.827202,13,38.596662
-0.705932,14,39.111698
-0.588667,13,39.15937
-0.497247,15,39.219633
-0.637391,13,39.265771
-0.570614,15,39.316312
-0.61472,12,39.383921
-0.67903,13,39.445395
-0.721478,16,39.945815
-0.632483,14,39.992196
-0.665704,14,40.042511
-0.86533,15,40.097463
-0.634158,14,40.167635
-0.77387,13,40.214048
-0.714253,14,40.262756
-0.814001,14,40.763664
-0.909914,12,40.804978
-0.743359,11,40.843105
-0.83608,14,40.892668
-0.883917,15,40.944808
-0.609458,15,40.994791
-0.761969,15,41.043743
-0.625791,11,41.085654
-1.156468,15,41.588864
-1.050894,14,41.638846
-1.234292,14,41.687502
-0.963954,15,41.749248
-1.143287,14,41.809272
-0.921688,14,41.863286
-0.988828,16,41.921902
-1.089186,13,42.413419
-0.888173,14,42.462754
-1.393182,14,42.509239
-1.167936,15,42.557626
-1.353758,14,42.613493
-1.324964,16,42.691899
-1.231038,14,42.738557
-0.833297,14,43.227553
-0.768996,14,43.28589
-0.876001,14,43.333455
-0.823092,15,43.383285
-0.926673,15,43.434521
-0.963697,14,43.481688
-0.73027,14,43.528142
-1.451614,14,44.052277
-1.362923,13,44.104261
-1.600882,14,44.151887
-1.268252,15,44.203107
-1.195656,17,44.262283
-1.311144,13,44.30595
-1.190639,16,44.357842
-1.329974,17,44.904142
-1.067909,13,44.957652
-1.195448,15,45.008044
-0.790393,16,45.062231
-1.252914,15,45.119421
-1.135604,13,45.16615
-1.027818,15,45.665707
-1.15389,12,45.709673
-0.838806,13,45.75268
-0.883249,13,45.796009
-1.107898,14,45.842091
-0.916312,15,45.892845
-1.039206,14,45.942426
-0.883743,15,45.991823
-0.954081,14,46.492943
-1.1001,15,46.542042
-0.833528,16,46.596714
-1.061133,16,46.652004
-1.394171,15,46.702302
-0.880501,11,46.741463
-1.392206,13,46.78521
-1.347773,15,47.344884
-1.015435,14,47.393617
-1.144643,13,47.440006
-1.159046,14,47.486344
-1.1397,15,47.535041
-1.082523,14,47.629755
-1.255914,13,47.701729
-1.406927,13,48.188877
-2.080692,15,48.239064
-2.148839,15,48.287982
-2.030678,14,48.334352
-2.383311,15,48.388058
-2.283287,14,48.441602
-2.436794,14,48.512087
-1.406544,12,49.226251
-0.59412,12,49.269249
-0.942357,14,49.327328
-0.887208,15,49.398247
-0.320527,15,49.453116
-0.84727,15,49.566156
-0.76305,16,49.683421
-0.603397,14,50.239479
-0.515939,15,50.307734
-0.955166,15,50.38361
-0.741283,13,50.469305
-0.890403,15,50.539886
-0.561469,14,50.600354
-0.844204,13,50.666507
-0.825226,14,51.321212
-0.864667,15,51.396059
-0.867468,11,51.43956
-1.16267,13,51.484385
-0.89639,15,51.5349
-0.813627,13,51.5801
-1.044446,13,51.625115
-0.738995,16,52.177714
-1.24557,15,52.293257
-0.877221,14,52.360347
-0.821555,12,52.417748
-1.270815,16,52.473033
-1.022641,13,52.518062
-1.366029,14,52.574865
-0.337832,13,53.14014
-0.325375,12,53.182681
-0.770648,13,53.231229
-0.456267,13,53.278922
-0.594455,15,53.35064
-0.575437,14,53.44013
-0.463842,13,53.508952
-0.486337,11,53.571053
-0.873383,12,54.12203
-0.67672,15,54.172613
-0.759483,15,54.222913
-0.409064,14,54.270008
-0.585147,11,54.310614
-0.723961,16,54.363413
-0.255494,13,54.432509
-0.731786,17,55.227202
-0.233674,14,55.318414
-0.577289,11,55.383422
-0.594865,15,55.463466
-0.787289,16,55.54332
-0.726226,12,55.603796
-0.653918,13,55.664291
-0.603712,12,55.720186
-1.714343,13,56.362138
-2.296032,12,56.408522
-2.392152,13,56.455782
-2.043746,12,56.497868
-3.024322,17,56.553813
-2.279337,14,56.601779
-3.385813,15,56.656083
-2.003111,13,57.157397
-1.026712,12,57.20015
-0.89151,15,57.312333
-0.844219,13,57.415306
-0.762594,14,57.526993
-0.689249,14,57.606236
-0.839356,16,57.673679
-0.947949,13,58.306434
-0.893234,13,58.358502
-0.912393,16,58.42393
-0.790521,13,58.474632
-0.452845,14,58.531182
-0.747986,14,58.587682
-0.606172,16,58.642571
-0.797916,12,59.148824
-0.993883,14,59.195264
-0.909672,15,59.245743
-0.823443,12,59.287209
-1.145833,15,59.335977
-1.219053,12,59.385434
-0.860119,15,59.47412
-1.389515,16,59.986252
-1.226957,14,60.033369
-1.370266,17,60.087622
-1.090518,12,60.128008
-1.277554,14,60.173736
-1.388728,15,60.222926
-1.390502,14,60.281326
-1.071782,13,60.327092
-0.560955,15,60.816151
-1.220282,16,60.868843
-1.681663,15,60.925677
-1.413785,14,60.973529
-0.724973,12,61.015982
-1.328761,14,61.06297
-0.64212,16,62.173102
-0.815402,13,62.22035
-0.735665,16,62.278323
-0.578512,12,62.320678
-0.909944,13,62.366161
-0.691654,15,62.421206
-0.638354,13,62.469645
-0.759249,14,62.517938
-1.263776,12,63.166339
-0.865329,13,63.239474
-0.839596,12,63.324726
-0.760196,14,63.405632
-0.92271,16,63.482025
-0.863797,15,63.532475
-1.166647,12,63.577413
-1.40748,15,64.144461
-1.425149,14,64.222693
-1.295324,15,64.304913
-1.687229,13,64.353028
-1.397965,15,64.413247
-1.333879,14,64.461926
-1.446672,14,64.508651
-0.874714,12,65.049816
-0.599392,15,65.105378
-0.9978,13,65.155768
-0.842175,15,65.208742
-1.050465,14,65.260212
-0.871487,15,65.313307
-0.709957,14,65.362745
-1.105193,15,65.913359
-0.979939,13,66.023219
-1.209686,14,66.103389
-1.079658,15,66.155409
-0.772456,14,66.206967
-1.070266,12,66.294342
-0.909918,14,66.418778
-0.726278,11,66.539002
-0.778443,13,67.474496
-0.613535,13,67.543196
-0.661372,13,67.611688
-0.846169,11,67.683273
-0.681034,15,67.762864
-0.806233,15,67.841807
-0.888375,15,67.932541
-1.334709,15,68.65393
-1.14731,16,68.713515
-1.094869,15,68.771173
-1.072042,14,68.816087
-1.187148,14,68.865699
-1.007629,12,68.908667
-1.149822,14,68.954669
-0.645275,13,69.343535
-0.782136,15,69.396332
-2.325128,14,69.446618
-0.580476,14,69.494515
-0.631125,12,69.540016
-0.813188,15,69.590014
-0.608357,12,69.631914
-0.871152,13,70.025534
-0.583247,14,70.072103
-0.673382,11,70.109057
-0.92014,16,70.157325
-0.77935,16,70.206409
-0.827912,14,70.250215
-0.742233,14,70.307824
-0.786595,12,70.36532
-0.760582,11,70.763227
-0.960991,13,70.813402
-0.84125,15,70.863859
-0.706542,15,70.915415
-0.786725,13,70.957321
-0.973804,16,71.006304
-0.604934,15,71.054061
-0.961666,15,71.468723
-0.90873,14,71.527986
-1.126659,13,71.579681
-0.994848,13,71.62805
-1.016039,12,71.667089
-1.043851,15,71.713892
-1.131709,15,71.759833
-0.843702,14,72.202615
-0.931133,16,72.252395
-1.100742,13,72.292323
-1.107595,14,72.341607
-0.913509,17,72.396239
-0.872757,14,72.440652
-1.005679,13,72.481854
-0.546065,14,72.880077
-1.133727,14,72.924902
-1.006575,15,72.975461
-1.071755,14,73.02491
-1.016287,14,73.071714
-1.071807,15,73.119102
-1.103286,16,73.170853
-0.833615,14,73.575287
-0.937245,14,73.618786
-0.803815,15,73.688291
-0.751281,10,73.723148
-0.31357,13,73.763799
-0.206906,11,73.799294
-0.682615,14,73.841803
-0.534119,16,74.322733
-0.585613,15,74.368124
-0.377873,13,74.419227
-0.704441,13,74.507523
-0.702435,14,74.574969
-0.67099,13,74.627088
-0.462892,15,74.680616
-0.502139,13,74.741177
-0.985449,12,75.339182
-0.933035,13,75.412502
-0.891658,11,75.46511
-0.807191,17,75.539892
-0.791665,10,75.590573
-0.846341,14,75.654968
-0.827958,13,75.731211
-0.767085,15,76.630547
-0.778302,14,76.692862
-0.826197,15,76.756786
-0.78369,15,76.814564
-0.872707,13,76.85837
-0.996249,13,76.92021
-0.94647,14,76.986227
-0.69758,15,77.727561
-0.7335,12,77.791274
-0.917387,14,77.867686
-0.788458,15,78.037019
-0.854276,10,78.13193
-0.456865,17,78.266138
-0.787736,12,78.329329
-0.560416,15,78.382308
-0.846866,11,79.380509
-0.87694,14,79.429955
-1.064078,14,79.485234
-0.981014,13,79.565875
-0.870632,16,79.640976
-0.995239,15,79.716667
-0.954115,13,79.793186
-0.589267,14,80.920213
-0.888665,16,80.98303
-0.647391,16,81.05795
-0.728938,15,81.162004
-0.792806,11,81.222522
-0.594007,12,81.265516
-0.782376,15,81.316725
-0.785487,17,81.885043
-0.787527,15,81.986012
-0.873604,15,82.038114
-1.001019,14,82.086351
-0.745327,13,82.138861
-0.837618,17,82.222032
-0.850487,13,82.285211
-0.89602,17,83.325991
-0.896387,13,83.459353
-0.848002,12,83.553368
-0.840375,12,83.625331
-1.132839,12,83.694015
-0.912988,12,83.742722
-0.731195,13,83.788205
-0.852704,17,84.300117
-0.892438,16,84.356452
-0.715698,15,84.409243
-0.91488,16,84.534504
-0.951264,16,84.653561
-0.728133,14,84.719365
-0.970801,15,84.771783
-1.076018,17,85.2954
-0.672795,15,85.345954
-0.613673,14,85.394947
-1.028887,16,85.481212
-0.984859,12,85.576361
-0.756513,16,85.727798
-0.966649,12,85.826641
-0.775855,15,86.6232
-0.775352,15,86.677516
-0.692553,14,86.725654
-0.629195,14,86.773286
-0.824133,13,86.817529
-1.021833,17,86.874658
-0.924972,14,87.554603
-1.263696,16,87.695024
-1.435955,15,87.81916
-1.348577,16,87.952098
-1.429207,13,88.035753
-1.252613,14,88.109943
-1.223274,16,88.206581
-1.026754,16,89.209767
-0.314109,13,89.281161
-0.455763,15,89.342117
-0.635438,14,89.393265
-0.830007,14,89.443091
-0.731481,14,89.491626
-0.820572,14,89.540784
-0.632393,15,90.463989
-0.80129,12,90.507812
-0.802388,13,90.554594
-0.93704,15,90.605601
-0.886429,14,90.655445
-0.613917,17,90.713946
-0.846205,13,90.759526
-0.676969,14,91.260716
-0.701983,11,91.311902
-0.48747,12,91.393548
-0.739481,16,91.469539
-0.561832,15,91.53297
-0.622775,14,91.591411
-0.576461,12,91.643538
-0.864188,16,91.710103
-0.619465,14,92.612372
-0.824669,15,92.734501
-0.454521,13,92.826825
-0.562467,13,92.902308
-0.567977,14,92.980736
-0.793093,15,93.066596
-0.459811,14,93.174854
-0.978872,14,93.683186
-0.974806,16,93.739766
-1.00225,13,93.782249
-1.01057,14,93.825697
-0.987895,15,93.871475
-1.012649,15,93.916824
-0.814696,13,93.957816
-0.913623,15,94.74762
-1.025392,12,94.834809
-1.05359,13,94.929703
-1.049765,14,95.031913
-1.284448,15,95.129691
-0.969711,15,95.244481
-1.003726,14,95.30084
-0.689106,14,95.979689
-0.309628,13,96.020721
-0.766711,16,96.068545
-0.864305,12,96.106307
-0.642155,13,96.146462
-0.735113,13,96.186854
-0.846499,12,96.23175
-0.803464,13,96.627276
-0.801707,15,96.673198
-0.567906,13,96.718272
-0.556083,15,96.766686
-0.468469,14,96.810989
-0.730483,14,96.853566
-0.955736,13,96.893334
-0.646786,14,96.935949
-0.976094,13,97.355944
-0.841083,14,97.40323
-0.85488,12,97.445355
-0.919991,15,97.496886
-0.750191,16,97.545645
-0.857121,14,97.58846
-1.077055,15,97.63589
-0.827631,13,98.094821
-0.68522,13,98.136048
-0.796356,12,98.174257
-0.664782,14,98.218933
-0.43295,12,98.259101
-0.843598,15,98.306032
-0.788709,15,98.351201
-0.871364,12,98.737599
-0.612503,11,98.772933
-0.6248,12,98.810858
-0.788121,16,98.858562
-0.911075,14,98.901281
-0.908287,14,98.944667
-0.97187,15,98.990031
-0.770707,15,99.387429
-0.828516,14,99.431291
-0.991983,16,99.479248
-0.896503,15,99.524388
-0.730779,12,99.562175
-0.857157,15,99.607368
-0.886355,16,99.65494
-0.525261,16,100.081188
-0.666624,14,100.128609
-0.808667,12,100.167385
-0.7244,12,100.207019
-0.821704,13,100.248159
-0.67383,12,100.286586
-0.847868,14,100.331662
-0.497463,13,100.372027
-0.89204,14,100.775878
-0.936531,15,100.839095
-0.909795,16,100.88893
-0.933621,17,100.942787
-1.022612,13,100.991544
-0.923648,15,101.0829
-0.564789,15,101.679019
-0.837078,14,101.723255
-0.708452,13,101.76391
-0.842306,13,101.805537
-0.788985,16,101.86232
-0.767081,15,101.939384
-0.80947,14,101.98452
-0.998528,15,102.62555
-0.77856,12,102.681704
-0.935529,14,102.758634
-0.828156,15,102.870366
-0.833143,15,102.957
-0.478422,15,103.029171
-0.80507,14,103.075107
-1.045187,12,103.113484
-0.676111,15,103.536001
-0.910934,13,103.581649
-1.046464,14,103.627463
-0.984694,13,103.667969
-0.719859,17,103.720492
-0.753959,13,103.776334
-0.745638,15,103.848547
-0.773977,13,104.32487
-0.885688,16,104.374741
-0.847719,14,104.418303
-0.896979,14,104.461701
-0.729785,15,104.507335
-0.853566,16,104.558976
-0.59098,15,104.996387
-0.250271,15,105.046016
-0.869659,14,105.089327
-0.679485,13,105.134381
-0.588862,13,105.175805
-0.912112,16,105.223446
0.051724,15,105.268697
-0.586012,14,105.918687
-1.907364,14,105.991741
-1.01891,15,106.075174
-3.267462,14,106.175365
-4.07913,13,106.251138
-2.180987,15,106.337166
-0.703317,16,106.434368
-0.557122,11,106.493778
-0.720279,14,107.116094
-0.588626,13,107.188905
-0.632737,13,107.262815
-0.633124,14,107.335624
-0.227791,13,107.404287
-0.620801,16,107.482082
-0.923713,15,107.545589
-0.500916,15,108.103034
-0.581234,14,108.152999
-0.593238,13,108.198626
-0.573365,12,108.241015
-1.564498,14,108.287878
-0.729813,18,108.349869
-0.66787,15,108.436219
-1.172535,13,109.406451
-1.108126,16,109.514421
-1.183546,13,109.596203
-1.044934,16,109.738708
-0.968895,13,109.832066
-0.959065,16,109.93644
-1.011746,12,110.00864
-0.75637,15,110.844443
-1.122906,14,110.907359
-1.183384,15,110.96187
-0.931342,13,111.012434
-1.117757,14,111.068901
-1.152893,13,111.118458
-1.095523,15,111.174762
-0.894016,16,111.993883
-0.805753,15,112.097317
-0.895685,15,112.176008
-0.694399,13,112.245188
-0.891888,15,112.319163
-0.7754,13,112.384251
-0.972457,14,112.481381
-1.023886,15,113.220432
-0.770915,14,113.291272
-1.041956,14,113.364274
-0.780316,16,113.463135
-0.842886,16,113.561195
-0.97041,13,113.655164
-1.031863,12,113.727717
-1.168867,15,114.450527
-0.995929,13,114.519113
-1.041803,14,114.613949
-0.924016,14,114.726218
-1.208632,15,114.841561
-1.038826,13,114.928783
-1.218302,15,115.056276
-0.952907,15,116.254118
-0.914113,14,116.367367
-0.993072,14,116.475518
-0.832017,14,116.560426
-1.030356,17,116.714288
-0.818095,12,116.8032
-0.952362,17,116.893762
-0.895847,15,117.783374
-1.021856,14,117.829966
-0.927468,13,117.876163
-0.903058,13,117.921293
-0.853641,14,117.973539
-0.924323,12,118.017548
-1.046302,11,118.060219
-0.894223,13,118.568775
-0.976481,16,118.621878
-0.838023,16,118.677494
-0.796423,14,118.724646
-0.752726,13,118.770369
-0.754849,16,118.859692
-0.756736,14,118.938765
-0.845894,14,119.929354
-0.76681,14,120.06772
-0.797115,14,120.183852
-0.801634,11,120.313395
-0.725855,13,120.386194
-0.820087,14,120.452824
-0.743057,12,120.509038
-0.807455,17,121.06381
-0.707136,13,121.109101
-0.82554,16,121.163983
-0.610138,13,121.21483
-0.767492,15,121.266043
-0.901888,12,121.308924
-0.512792,14,121.389375
-0.565886,15,121.557515
-0.733756,15,122.746233
-0.696078,10,122.853136
-0.950042,10,122.927083
-0.717908,12,123.012626
-0.809441,11,123.083235
-0.679703,13,123.165429
-0.73627,15,123.282792
-0.637382,12,123.35226
-0.466222,13,123.997374
-0.438531,14,124.058237
-0.635857,15,124.176303
-0.393476,15,124.271351
-0.65008,15,124.377832
-0.570043,13,124.462185
-0.573432,10,124.526105
-0.410963,12,125.265873
-0.599518,13,125.315757
-0.451229,15,125.36489
-0.379299,14,125.408609
-0.12177,13,125.448893
-0.363904,15,125.494184
-0.266071,14,125.537402
-0.819092,14,125.954236
-0.474527,14,125.998176
-0.973828,15,126.043836
-0.792594,15,126.089714
-0.874475,14,126.133434
-0.934966,15,126.178288
-0.932655,15,126.223736
-0.75184,14,126.645383
-0.801923,12,126.684292
-0.533059,14,126.727524
-0.403984,13,126.767929
-0.725791,17,126.818049
-0.603556,12,126.85906
-0.794179,17,126.909426
-1.075949,12,127.296012
-0.628488,12,127.335304
-0.878869,17,127.385994
-0.790181,14,127.428833
-0.878348,15,127.474266
-0.866156,14,127.517362
-0.824854,13,127.557465
-1.050799,15,127.9704
-0.528962,13,128.011041
-0.704921,14,128.054829
-0.749854,14,128.097907
-0.59441,12,128.136661
-0.508351,13,128.176615
-0.550273,15,128.224739
-0.567219,17,128.27587
-1.012974,12,128.644837
-1.007587,14,128.6877
-0.885421,13,128.727796
-0.903004,14,128.770398
-0.965951,12,128.808365
-0.926056,16,128.856988
-0.992025,12,128.894879
-0.669903,16,129.283587
-0.649602,13,129.324939
-0.680203,15,129.37003
-0.689807,15,129.415174
-0.669514,15,129.459982
-0.713569,15,129.505317
-0.533824,15,129.550609
-0.739325,12,129.96137
-0.775409,13,130.015913
-0.691926,14,130.081542
-0.799553,15,130.133825
-0.050164,16,130.182206
-0.734419,14,130.22557
-0.731992,13,130.266547
-1.033065,13,130.664223
-1.059889,13,130.705254
-0.980284,13,130.745563
-1.223782,15,130.79166
-1.106549,17,130.842278
-1.016621,12,130.880081
-0.930896,14,130.923861
-0.744193,13,131.300592
-0.467325,14,131.349785
-0.762565,13,131.403918
-0.511068,12,131.448548
-0.523128,15,131.496138
-0.616382,14,131.539693
-0.656267,12,131.577235
-0.422553,17,132.014637
-0.126407,13,132.059531
-0.397827,13,132.101283
-0.386212,14,132.145588
-0.209515,14,132.188202
-0.326326,11,132.223922
-0.209819,12,132.265919
-0.49526,14,132.311297
-0.513186,15,132.776113
-0.753858,14,132.833939
-0.588406,14,132.884865
-0.838395,10,132.919938
-0.862441,16,132.968461
-0.097665,15,133.014017
-0.296011,13,133.058177
-0.63382,12,133.506367
-0.635738,14,133.558338
-0.776835,13,133.602011
-0.707552,12,133.652839
-0.669838,12,133.698167
-0.672217,14,133.752945
-0.895643,13,133.803186
-0.626077,11,133.848186
-0.697253,14,134.261903
-0.606214,12,134.302105
-0.829305,13,134.344173
-0.614999,13,134.384501
-0.560384,13,134.424834
-0.535464,11,134.459546
-0.526385,12,134.497514
-0.560779,16,134.546626
-0.696661,13,134.935027
-0.763841,13,134.97787
-0.572099,15,135.026739
-0.905919,14,135.072496
-0.744396,11,135.109121
-0.762902,16,135.157563
-0.658718,14,135.20092
-0.833023,13,135.640068
-0.923527,13,135.688701
-0.9359,14,135.742624
-0.933146,13,135.790959
-0.801187,13,135.839806
-0.592601,14,135.892266
-0.821532,14,135.941668
-0.712066,12,135.982664
-0.699768,15,136.441888
-0.840129,13,136.482212
-0.065551,15,136.527763
-0.466391,15,136.57305
-0.664307,15,136.620245
-0.602187,14,136.663621
-0.336908,12,136.702284
-0.860268,16,137.102122
-0.562269,15,137.147711
-0.459681,12,137.18541
-0.504957,13,137.225958
-0.647654,14,137.276533
-0.834889,12,137.317791
-0.703749,16,137.366612
-0.891911,15,137.759648
-0.813151,15,137.805353
-0.874936,14,137.849312
-0.673857,13,137.889665
-0.643804,15,137.935208
-0.588294,12,137.972656
-0.821133,13,138.014183
-0.905917,13,138.410175
-0.964422,13,138.450443
-0.93122,14,138.49327
-0.980633,13,138.534672
-0.864056,13,138.575324
-0.501856,15,138.62049
-1.020323,15,138.666473
-0.864379,13,138.706651
-0.451463,13,139.092165
-0.48641,14,139.134878
-0.29122,14,139.177676
-0.513739,17,139.229923
-0.441971,10,139.263075
-0.576882,13,139.303432
-0.573395,14,139.349555
-0.225368,12,139.766551
-0.423971,14,139.810241
-0.670185,15,139.857043
-0.780968,11,139.892036
-0.679118,15,139.937364
-0.661527,15,139.982245
-0.696124,14,140.025629
-0.28483,14,140.415258
-0.613834,15,140.460979
-0.447075,14,140.503876
-0.607154,12,140.542168
-0.354946,14,140.585545
-0.423818,13,140.627351
-0.474326,12,140.665185
-0.690139,15,140.710435
-0.460391,15,141.10117
-0.303762,16,141.149611
-0.343415,14,141.192474
-0.444466,15,141.238219
-0.241345,12,141.275784
-0.392834,14,141.318561
-0.454999,12,141.357154
-0.407684,16,141.751569
-0.296671,14,141.794584
-0.29935,15,141.841275
-0.572973,14,141.88378
-0.129211,14,141.926472
-0.404765,14,141.969163
-0.356342,14,142.012018
-0.861727,13,142.443204
-0.897451,14,142.513356
-0.822588,14,142.557091
-0.819744,15,142.602282
-0.940447,13,142.64292
-0.712387,15,142.688202
-0.720591,13,142.729106
-0.744475,12,143.117353
-0.629519,12,143.155404
-0.840153,16,143.203354
-0.855785,18,143.255959
-0.684447,14,143.298783
-0.885866,16,143.347225
-0.823566,14,143.390217
-0.916761,12,143.765193
-0.714481,15,143.810627
-0.853399,17,143.86222
-0.886753,15,143.907475
-0.894398,15,143.952801
-0.860163,13,143.992973
-0.92295,11,144.028623
-1.148111,14,144.416294
-0.976809,13,144.45651
-1.057789,14,144.499351
-0.941487,12,144.539042
-0.947065,13,144.579843
-1.14124,14,144.622735
-0.96395,16,144.670308
-0.695247,13,145.076248
-0.590591,12,145.114743
-0.51612,14,145.15811
-0.728915,14,145.201522
-0.68402,13,145.25082
-0.621475,16,145.306487
-0.615268,14,145.353841
-0.569133,14,145.770702
-0.784204,16,145.820398
-0.658282,17,145.873294
